Username,Rating,Review,App,Sentiment
Pengguna Google,5,suamiku menyukai sandalnya nyaman,Shopee,Sangat Positif
Pengguna Google,5,Oky,Shopee,Sangat Positif
Pengguna Google,5,"Tidak ada tindak lanjut y ternyata di shopee,padahal udah lapor lewat email,toko penipu nya masih dagang pula,bagai mana ini",Shopee,Sangat Positif
Pengguna Google,5,mantap... mantap... mantap,Shopee,Sangat Positif
Pengguna Google,1,shopee yg terhormat. jangan promosikan spaylater melalui telvon ke nomor hp saya kalau nggak bisa di aktifkan. segera aktifkan tp nggak di setujui. jangan telvon terus ya shopee,Shopee,Sangat Negatif
Pengguna Google,5,Shopee...Selalu terbaik buat kita...kemudahan selalu ada di sini...terima kasih Shopee🙏🙏🙏🙏,Shopee,Sangat Positif
Pengguna Google,5,murah & cepat,Shopee,Sangat Positif
Pengguna Google,5,baik pengantaran,Shopee,Sangat Positif
Pengguna Google,5,"belanja aman , amanah dan cepat",Shopee,Sangat Positif
Pengguna Google,5,kere,Shopee,Sangat Positif
Pengguna Google,5,pokoknya mantap,Shopee,Sangat Positif
Pengguna Google,5,layanan ok,Shopee,Sangat Positif
Pengguna Google,5,makasihh debest pknmhh,Shopee,Sangat Positif
Pengguna Google,1,"kecewa Krn pesanan selalu dibatalkan tanpa konfirmasi, nunggu lama eeeh... tiba-tiba dicek udah dibatalkan.",Shopee,Sangat Negatif
Pengguna Google,5,Shopee selalu dihati,Shopee,Sangat Positif
Pengguna Google,5,pokok mantap,Shopee,Sangat Positif
Pengguna Google,5,cepat baik,Shopee,Sangat Positif
Pengguna Google,5,Terbaik pokoknya👍👍👍,Shopee,Sangat Positif
Pengguna Google,1,"terlalu banyak iklan, kebanyakan uang mungkin",Shopee,Sangat Negatif
Pengguna Google,5,aplikasi yang bagus,Shopee,Sangat Positif
Pengguna Google,5,mantap baggus,Shopee,Sangat Positif
Pengguna Google,5,apk nya sangat Bagus,Shopee,Sangat Positif
Pengguna Google,1,apk buruk,Shopee,Sangat Negatif
Pengguna Google,5,wanita paling senang dengan apk ini,Shopee,Sangat Positif
Pengguna Google,5,aplikasinya sangat membantu,Shopee,Sangat Positif
Pengguna Google,5,sngat puas belanja d Shopee... amanah N cepat,Shopee,Sangat Positif
Pengguna Google,4,cepat sih pengirimanya tapi kalau mau bukak shopee lama bgt dah muncul barang nya,Shopee,Positif
Pengguna Google,2,Mayan jeleknya tapi Mayan bagus juga sih,Shopee,Negatif
Pengguna Google,5,masya allah saya suka dengan aplikasi shopee belanja puas sekali,Shopee,Sangat Positif
Pengguna Google,5,oks,Shopee,Sangat Positif
Pengguna Google,5,kurir nya ok..ramah,Shopee,Sangat Positif
Pengguna Google,4,gut,Shopee,Positif
Pengguna Google,5,pelayanan nya sangat bagus,Shopee,Sangat Positif
Pengguna Google,5,Proses cepat & tidak mengecewakan,Shopee,Sangat Positif
Pengguna Google,5,semoga shopee semakin bersinar,Shopee,Sangat Positif
Pengguna Google,5,"pengiriman cepat,banyak discoun",Shopee,Sangat Positif
Pengguna Google,5,"Banyak gratis ongkir,, tapi baca di medsos para kurir banyak dipotong biaya jasanya ( apa mungkin diambil dari gratis ongkir yg kostumer beli) sayang sekali pdhl,, semoga ada solusi terbaik untuk para kurir dan pihak Shopee biar win win solution",Shopee,Sangat Positif
Pengguna Google,1,"sangat tidak rekomendasi, Cs nya sangat lemot",Shopee,Sangat Negatif
Pengguna Google,5,memudahkan dan sangat membantu,Shopee,Sangat Positif
Pengguna Google,5,Manarik tapi aku pernah ketipu jirr,Shopee,Sangat Positif
Pengguna Google,5,divideoin malah gagal..bangke,Shopee,Sangat Positif
Pengguna Google,4,puas blanja di soppy walu pernah ketipu bli setobok yg di kirim pewangi pakean,Shopee,Positif
Pengguna Google,5,belanja mudah harga murah,Shopee,Sangat Positif
Pengguna Google,5,bagusss,Shopee,Sangat Positif
Pengguna Google,1,Ini kalau didowlond pasti selalu tidak bisa padalah koneksi lancar baru beli penyimpanan masih banyak aduhh,Shopee,Sangat Negatif
Pengguna Google,5,terus berbagi untuk keberakahan,Shopee,Sangat Positif
Pengguna Google,5,shopee keren barang yg susah sya cari ada di shopee👍👍,Shopee,Sangat Positif
Pengguna Google,5,selama pengalaman aku pake shopee sihh barangnya realpict semua cumann yaa hrus bner bner teliti ajaa,Shopee,Sangat Positif
Pengguna Google,1,"masa pengajuan spylater udah 10x ngga di acc,padahal udah blnja berkali kali belom bisa lolos spylater gimana sih...payah aplikasinya",Shopee,Sangat Negatif
Pengguna Google,5,bagus banget 🔥🔥,Shopee,Sangat Positif
Pengguna Google,5,"pelayanan dan kualitas nya bagus""",Shopee,Sangat Positif
Pengguna Google,1,susah masuknya. mau belanja ko sulit untuk masuk.,Shopee,Sangat Negatif
Pengguna Google,5,"saya pengguna lama di shope,. hanya Ingin memberi saran kembalikan shope yg dlu kerja gercep satset makin kesini kok makin lemot yah pengiriman, biasa dlu pesan hari ini max jam segini d kirim hari ini jg sudah hilang, Mak 3 hari sudah sampai pesanan ke pembeli..kami gak butuh voucher 10rb dari estimasi kami butuh kerja cpt, kurir jg skrg PD males menghubungi penerima bhkn ada yg d tunda dan barang d kembalikan ke penjual tnpa konfirmasi pembeli, kurir skrg lelet tp giliran gk d ksh tip cemberut",Shopee,Sangat Positif
Pengguna Google,5,shoppy mempermudah belanja,Shopee,Sangat Positif
Pengguna Google,4,bagus sich tp terkadang ada juga kendala berupa barang yg datang tidak sesuai deskripsi,Shopee,Positif
Pengguna Google,5,cepat murah,Shopee,Sangat Positif
Pengguna Google,1,sekarang shoppe sangat buruk meni lacak sama selesai klo kpencet gk sengaja gimana tu untuk ekspedisinya spx sangat lambat bgt padahal untuk apknya sudah lengkap bagus tpi untuk pengiriman parah seminggu lebih dan melebihi waktu estimasi dri seler cpt di kirim ekspedisinya yg sangat lambt😤😤😤padahal klo co nyari kota terdekat dan pernah sedaerah masih sekabupaten seminggu baru nyampe saya tanya ke seller dri spxnya ggl jemput terus untuk di kirim awal² mau bangkrut ni kayaknya shopee,Shopee,Sangat Negatif
Pengguna Google,5,on time,Shopee,Sangat Positif
Pengguna Google,5,recommended,Shopee,Sangat Positif
Pengguna Google,5,belanja makin mudah,Shopee,Sangat Positif
Pengguna Google,1,"Shopee busuk, pengiriman lama semenjak lepas dari j&T dan pengiriman selalu gagal di cancel2 sendiri Mulu gjls",Shopee,Sangat Negatif
Pengguna Google,2,"semenjak pengiriman lain seperti jnt dll dihapus dan hanya ada spx, barang² selalu hilang di proses pengiriman. Kemarin h-6/7 lebaran ibukku beli krudung selusin,sama penjualnya di kirimi foto after dan before di packing (terlebih ibukku udah langganan bertahun²sama penjual ini) tapi pas sampe dirumah barang hanya ada setengah jumlahnya saja. hri ini kejadian lagi,spidol 60pcs raib hny datang kertas bindernya sj MOHON DI SIDAK PEKERJA NYA, JNG MALING, MALU BOSS UDH GEDE TPI MALING BARANG ORANG!",Shopee,Negatif
Pengguna Google,1,di daerah saya ga ada ekspedisi spx. sementara shopee sekarang hanya menggunakan pengiriman spx 🔪🙂,Shopee,Sangat Negatif
Pengguna Google,5,mendingan lah,Shopee,Sangat Positif
Pengguna Google,5,"sangat baik dalam pelayanan,sangat puas belanja di shopee,shopee mantap",Shopee,Sangat Positif
Pengguna Google,4,"selama jnt tidak lgi bersama shopee, sudah males pesan..ribet, pdhal jnt agen mitra terbaik..paket selalu diantar kurir ke rumah",Shopee,Positif
Pengguna Google,5,belanja d shopee enak bgt..ngk ribet harus k toko,Shopee,Sangat Positif
Pengguna Google,5,"belanja di shopee,toko nya amanah 👍",Shopee,Sangat Positif
Pengguna Google,5,mantap belanja di shopeee,Shopee,Sangat Positif
Pengguna Google,5,pertama belanja buat.pengenalan pruduk lengkap.tidak mengecewakan,Shopee,Sangat Positif
Pengguna Google,5,semua kebutuhan cukup di shopee saja. pengalaman saya saat terjadi retur barang responnya sangat cepat. uang sudah ditransfer ke shopeepay saya padahal barang retur belum saya kirimkan. apa nggak oke itu.,Shopee,Sangat Positif
Pengguna Google,5,sangat mambatu untuk transaksi sangat puas dngn ada nya shopee ini mksh goodd,Shopee,Sangat Positif
Pengguna Google,5,sangat sukaa,Shopee,Sangat Positif
Pengguna Google,2,produk gak jelas,Shopee,Negatif
Pengguna Google,5,"suka karena pengiriman cepat,selama saya cod gak pernah telat(melebihi estimasi)",Shopee,Sangat Positif
Pengguna Google,1,pengiriman jadi lambat. Awalnya sesama kota cuma 1 hari jadi 2 hari. luar Jawa yg cuma 3 hari jadi 5 hari. Lelet. Perbaiki segera.......,Shopee,Sangat Negatif
Pengguna Google,5,Amazing..,Shopee,Sangat Positif
Pengguna Google,4,"sy puas atas pelayanan shopee jg penjual baik smoga kedepannya lebih baik lg,banyak kejutan,promo lebih banyak lg good job.",Shopee,Positif
Pengguna Google,1,APK KONTOOLLLLL,Shopee,Sangat Negatif
Pengguna Google,5,saya berlangganan SDH lama sekali sukses selalu 🤲🙏🙏,Shopee,Sangat Positif
Pengguna Google,5,sangat keren,Shopee,Sangat Positif
Pengguna Google,5,Alhamdulillah sangat produktivitas,Shopee,Sangat Positif
Pengguna Google,5,Aplikasi yg sangat mantapsss. best application.,Shopee,Sangat Positif
Pengguna Google,3,pengirimannya jadi lama semenjak ga kerja sama dgn j&t,Shopee,Netral
Pengguna Google,5,bagus buanggggettttt aku sukaaaa,Shopee,Sangat Positif
Pengguna Google,5,dengan aplikasi ini saya dengan mudah berbelanja,Shopee,Sangat Positif
Pengguna Google,5,"aplikasinya sangat bagus,jadi tidak perlu keluar rumah untuk beli barang",Shopee,Sangat Positif
Pengguna Google,5,puas dan membantu sekali,Shopee,Sangat Positif
Pengguna Google,5,siip,Shopee,Sangat Positif
Pengguna Google,1,apk tai,Shopee,Sangat Negatif
Pengguna Google,5,pesanan oke dan sesuai,Shopee,Sangat Positif
Pengguna Google,5,aplikasi shopee bagus cepat dan barang nya tidak terlalu ke harganya murah,Shopee,Sangat Positif
Pengguna Google,4,"alhamdulillah,barang nyampai di tempat tampa cacat, barang sesui dngan gambar, cuman ada sedikit masalah, paket kami tidak nyampai d tempat, saya harus ambil lagi dngan kurir nya,dan di kenakan biaya 10.000/paket khusus nya d tempat saya.",Shopee,Positif
Pengguna Google,5,pkai shopee sangat puas sekali,Shopee,Sangat Positif
Pengguna Google,1,ijin uninstall aplikasi shopee...fix pindah tiktok shop aja..hahhaha ekspedisi paling cepat kek JNT aja ngga di pake☺️🤣🤣🤣🤣,Shopee,Sangat Negatif
Pengguna Google,5,pesanan yg star + / mall bgs polll🔥🔥🤏🏻,Shopee,Sangat Positif
Pengguna Google,5,barang kualitas memuaskan,Shopee,Sangat Positif
Pengguna Google,5,saya sangat suka dengan pelayanan nya,Shopee,Sangat Positif
Pengguna Google,1,SPX EXPRESS SANGAT LAMBAT BISA SAMPAI 1 MINGGU JKT-BKS,Shopee,Sangat Negatif
Pengguna Google,5,Amanah dan cepat pengiriman tanpa harus menunggu lama🙏🙏Terima kasih Shopee ❤,Shopee,Sangat Positif
Pengguna Google,1,"Saya gk bisa log in di hp yg baru.. Di suruh vertifikasi di hp lama,. Sedangkan hp lama sudah saya riset dan saya jual.. Gmn ini kok jdi begini harus nya shope bisa memperdiksi kalau ada yg kejadian seperti ini..",Shopee,Sangat Negatif
Pengguna Google,1,Menghapus ekspedisi JNT adalah kesalahan terbesar shopee.!! disini jnt yg paling cepat,Shopee,Sangat Negatif
Pengguna Google,1,tolo 😡,Shopee,Sangat Negatif
Pengguna Google,5,terlalu lama,Shopee,Sangat Positif
Pengguna Google,5,oke banyakin diskonan sama gratis ongkir,Shopee,Sangat Positif
Pengguna Google,5,Good Job,Shopee,Sangat Positif
Pengguna Google,5,lumayan lah,Shopee,Sangat Positif
Pengguna Google,5,thankyou shopeee,Shopee,Sangat Positif
Pengguna Google,5,jos jisss,Shopee,Sangat Positif
Pengguna Google,5,"shopee termurahh, mantap",Shopee,Sangat Positif
Pengguna Google,3,"pengalamanan yang mengesankan saat saya menggunakan aplikasi shopee pertama kali di luncurkan sampai 2024 ini,tapi yang saya tidak suka masih ada yang kirim produk yang tidak sama dengan apa yang di isi di speksifikasi dan deskripsinya,susah untuk mengaktifkan paylater juga dan harga flase sale tidak berubah seperti harga yg ditentukan saat flase sale berlangsung💥💥sulit untuk mendapatkan GOLDEN TICK DI AFFILIATE",Shopee,Netral
Pengguna Google,1,"apk lemot pke bngt suka ngebug pdhl wifi lancar bikin hp panas lagi, hapus aja deh fitur fitur gajelas lu tuh bikin berat aplikasi aja",Shopee,Sangat Negatif
Pengguna Google,5,produk nya bagus dan pengiriman melalui shoope cepat dan tepat waktu terimakasih shopee,Shopee,Sangat Positif
Pengguna Google,5,paket Sudah d terima Alhamdulillah sesuai dengan pesanan,Shopee,Sangat Positif
Pengguna Google,5,sangat suka belanja di shopee!,Shopee,Sangat Positif
Pengguna Google,1,parah.. untuk melakukan pinjaman disini parah.. udh d lunasi bukan nya naek limit..malah di bekukan akun nya.. pdahal telat pun kagak.. gk rekomen pinjam disni,Shopee,Sangat Negatif
Pengguna Google,5,sangat rekomendasi,Shopee,Sangat Positif
Pengguna Google,5,belanja di sini bisa di percaya.👍👍,Shopee,Sangat Positif
Pengguna Google,5,Sangat memuas kan,Shopee,Sangat Positif
Pengguna Google,5,shopee bikin belanja jd lebih mudah,Shopee,Sangat Positif
Pengguna Google,3,"Terlalu mendewakan pembeli, namun tidak ada perlindungan untuk kurir. pembeli dapat dengan bebas memberikan penilaian buruk sampai kurir terkena penalty point padahal tidak ada kesalahan pada kurir. terlalu banyak pembeli yang sesuka hati mengcancel barang yang sudah diantar, & terlalu banyak para pembeli yang iseng melaporkan kurir bintang 1 tanpa sebab & alasan yg jelas.",Shopee,Netral
Pengguna Google,5,shopee sangat memuaskan meski kadang kecewa dg penjual2 yg nakal dan ga profesional,Shopee,Sangat Positif
Pengguna Google,5,shoope terpercaya,Shopee,Sangat Positif
Pengguna Google,5,saya sangat senang berbelanja di Shopee,Shopee,Sangat Positif
Pengguna Google,5,semoga ada diskon lebih banyak lagi,Shopee,Sangat Positif
Pengguna Google,5,mantap apk ny bagus dan cepat pengirimannya,Shopee,Sangat Positif
Pengguna Google,5,sangat bermanfaat😁,Shopee,Sangat Positif
Pengguna Google,2,kecewa pengiriman spx nya lama bangetttt biasa dari Jakarta ke Tangerang sehari sampe ini lewat blasss,Shopee,Negatif
Pengguna Google,5,applikasi nya sangat bagus,Shopee,Sangat Positif
Pengguna Google,1,duit ilang di sopipey 20 mff bintang satu,Shopee,Sangat Negatif
Pengguna Google,5,okelah pokoknya shopee,Shopee,Sangat Positif
Pengguna Google,5,mantap bang,Shopee,Sangat Positif
Pengguna Google,5,Bagus👍,Shopee,Sangat Positif
Pengguna Google,5,sangat memudahkan berbelanja 👍,Shopee,Sangat Positif
Pengguna Google,5,"aplikasi ini sangat membantu ,thaks shopee ,dan sangat membantu banyak diskon🥳🥳",Shopee,Sangat Positif
Pengguna Google,3,pengirimannya sangat lama menggunakan spx standard,Shopee,Netral
Pengguna Google,5,Baik sekaliiii,Shopee,Sangat Positif
Pengguna Google,1,"kok barang pesanan saya tak kunjung dikirim sih mimin... mana pelayanannya makin Lambat lagi kagak kayak dulu serba Cepat dan praktis kagak Ribet.... Jadi Rugi saya kalau begini mau cancel tapi lagi perl barang tersebut buat gantikan handphone saya yang hang layar... ayooolah... Perbakin Dari Segi Pelayanan dan Jasa Pembelian OLSHOP(Online Shop).... jadi malas pakai Aplikasi ""Shoope"" lagi dehh....",Shopee,Sangat Negatif
Pengguna Google,5,Benar-benar apk shopee ini sesuai dengan harapan ku,Shopee,Sangat Positif
Pengguna Google,5,shoope murah gak pernah mengecewakan dan good service... jayajayajaya...,Shopee,Sangat Positif
Pengguna Google,1,"katanya gratis ongkir, tapi kok saya beli eh malah berongkir",Shopee,Sangat Negatif
Pengguna Google,5,barangnya bervariasi barang datang sesuai dgn pesanan..sepanjang saya pesan barang tokonya amanah,Shopee,Sangat Positif
Pengguna Google,5,suka bgt,Shopee,Sangat Positif
Pengguna Google,5,sangatt berguna dann harga sangattt murahh murahh🤍😵‍💫,Shopee,Sangat Positif
Pengguna Google,5,pelayanan terpercaya dan kurir amanah,Shopee,Sangat Positif
Pengguna Google,5,terus memperbaiki menuju terbaik,Shopee,Sangat Positif
Pengguna Google,5,MANTAF saya akun saya kga bisa pake paylater,Shopee,Sangat Positif
Pengguna Google,5,Jelek,Shopee,Sangat Positif
Pengguna Google,5,Sangat Bermanfaaat,Shopee,Sangat Positif
Pengguna Google,5,saya sudah berlangganan cocok,Shopee,Sangat Positif
Pengguna Google,5,Mantapp shopee salah satu toko online terbaik. Sampai detik ini still da best,Shopee,Sangat Positif
Pengguna Google,5,mantap barang ori,Shopee,Sangat Positif
Pengguna Google,5,sangat cepat pengirimya,Shopee,Sangat Positif
Pengguna Google,5,"aplikasi ini sangat bagus dan berguna juga buat,yg males ke pasar jdi tinggal cod ajaa gampang,dan harga nya terjangkau jugaa saya sngt suka dengan aplikasi shopee ini",Shopee,Sangat Positif
Pengguna Google,5,membeli barang online,Shopee,Sangat Positif
Pengguna Google,5,saya menyukai skena nya,Shopee,Sangat Positif
Pengguna Google,5,"amanah,",Shopee,Sangat Positif
Pengguna Google,5,"belanja berulang kali sesuai pesanan smua tidak ada yg mengecewakan,, truma kasih untuk semua,,",Shopee,Sangat Positif
Pengguna Google,5,saya suka Shopee membagikan koin dapat di gunakan untuk keperluan saya terimakasih,Shopee,Sangat Positif
Pengguna Google,1,sebagai penjual sy kecewa krn Shopee hapus jasa kirim J&T! pdhl udah nyaman pake jasa kirim J&T sejak dlu. m barang cepat sampe dan kurir pickup nya gercep datang jemput paket!!!,Shopee,Sangat Negatif
Pengguna Google,5,layanan shopee sangat mudah cepat tepat gak pakai ribet,Shopee,Sangat Positif
Pengguna Google,5,ongkir dan harga lebih murah dibandingkan dengan yg lain,Shopee,Sangat Positif
Pengguna Google,5,"sangat bintang 5 secara pemesanan, tetapi untuk via SPX pengirimannya sangat lama dan sering sekali terjadi barang retak sehingga jadi minus! saya harap barang yang kali ini saya pesan aman. tolong dikondisikan lagi SPX nya ya",Shopee,Sangat Positif
Pengguna Google,5,oke👍,Shopee,Sangat Positif
Pengguna Google,5,cepat sampai,Shopee,Sangat Positif
Pengguna Google,1,sangat2 kecewa dalam pengiriman shoope akhir ini..status pengantaran udah mulai jam 16.00 sampai jam 23.30 TDK di antar..terus berubah status memfitnah pembeli minta pengantaran besok..pdhl TDK ada konfirmasi..pdhl itu paket tanaman..kalau kelamaan dan tidak nyampek bisa mati tanamannya,Shopee,Sangat Negatif
Pengguna Google,5,buruan download shopee.enak pengiriman cepat 👍,Shopee,Sangat Positif
Pengguna Google,1,aps puyeng.,Shopee,Sangat Negatif
Pengguna Google,5,Toppppp,Shopee,Sangat Positif
Pengguna Google,1,pesanan selalu terlambat melebihi batas waktunya,Shopee,Sangat Negatif
Pengguna Google,5,shopee memang mantap!tetap pertahankan layanannya terhadap konsumen sehingga tetap di sukai.,Shopee,Sangat Positif
Pengguna Google,5,sangat memuaskan berbelanja disini SUKSES SELALU,Shopee,Sangat Positif
Pengguna Google,5,bagus deh pokoknya,Shopee,Sangat Positif
Pengguna Google,5,senang sekali warnanya sepatunya pas banget 😍,Shopee,Sangat Positif
Pengguna Google,5,blom tak cobk,Shopee,Sangat Positif
Pengguna Google,5,ok sangat rekomendasi,Shopee,Sangat Positif
Pengguna Google,5,sangat baik dan cepat,Shopee,Sangat Positif
Pengguna Google,5,"pelayanan shopee sudah bagus, kalau bisa berikan masukan ke ninja express. karena untuk daerah ku, rata² kecewa dengan pelayanan ninja express",Shopee,Sangat Positif
Pengguna Google,5,sukses selalu,Shopee,Sangat Positif
Pengguna Google,1,"ratusan paket nyangkut/stuck/tiba"" status jadi gagal dll dan selama bulan kemarin Maret 2025 kerugian nyentuh 2 digit dipengiriman gagal saja belum dihitung dari yg dikembalikan dll dan bulan februari dan januari 2025 pun sama setiap harinya bukan berkurang malah bertambah hingga bulan ini April 2025 dan SubhanAllah yg dibalikin paketnya rusak semua , jasa kirimnya SPX dan kalau jadi penjual gabisa di non aktifkan jasa kirim tersebut ribet/dipersusah",Shopee,Sangat Negatif
Pengguna Google,1,kembalikan J&T,Shopee,Sangat Negatif
Pengguna Google,4,Baguss bgt tapi kadang barang yg du cari tidak ada,Shopee,Positif
Pengguna Google,5,𝚋𝚊𝚐𝚞𝚜 𝚍𝚊𝚗 𝚓𝚞𝚐𝚊 𝚋𝚒𝚜𝚊 𝚋𝚎𝚕𝚒 𝚙𝚛𝚘𝚍𝚞𝚔 𝚊𝚝𝚊𝚞 𝚋𝚎𝚛𝚓𝚞𝚊𝚕𝚊𝚗,Shopee,Sangat Positif
Pengguna Google,5,thanks for shopee,Shopee,Sangat Positif
Pengguna Google,5,ok lah,Shopee,Sangat Positif
Pengguna Google,5,sesuai aplikasi,Shopee,Sangat Positif
Pengguna Google,5,suka dengan aplikasi shopee,Shopee,Sangat Positif
Pengguna Google,5,"mantap, banyak promonya",Shopee,Sangat Positif
Pengguna Google,5,Tempat belanja online terbaik,Shopee,Sangat Positif
Pengguna Google,5,shopee memberi kemudahan berbelanja dalam genggaman tangan,Shopee,Sangat Positif
Pengguna Google,5,lebih baik lagi ke dpn nya,Shopee,Sangat Positif
Pengguna Google,5,Shopee is the Best,Shopee,Sangat Positif
Pengguna Google,5,"terimah kasih dengan adanya shopi belanja jadi lancar,semoga tambah jaya",Shopee,Sangat Positif
Pengguna Google,1,ketika buka apl jangan langsung masuk videoooo tululll,Shopee,Sangat Negatif
Pengguna Google,5,bagus tidak ada hambatan,Shopee,Sangat Positif
Pengguna Google,5,GACORR 🔥,Shopee,Sangat Positif
Pengguna Google,5,ok berhasil jaya terus shopee,Shopee,Sangat Positif
Pengguna Google,1,"payah kurir shopee..... beberapa kali salah kirim ke rumah orang, daan distatus pengiriman sudah doterima yg bersangkutan. padahal belum terima. spx tidak bisa dihubungi gak ada no telpunnya. masak kantor gak punya telpon",Shopee,Sangat Negatif
Pengguna Google,5,saya sangat menyukai aplikasi shopee terutama untuk berbelanja dan semua barangnya bagus²,Shopee,Sangat Positif
Pengguna Google,1,market place dgn Pengiriman paling lama di indonesia ya hanya di shopee... 👎,Shopee,Sangat Negatif
Pengguna Google,5,terjamin,Shopee,Sangat Positif
Pengguna Google,5,"Nyaman belanja disini ngak perlu takut kena tipu, Barang ngak sesuai tinggal fireturn proses gampang dana langsung balik",Shopee,Sangat Positif
Pengguna Google,1,lemot banget anj,Shopee,Sangat Negatif
Pengguna Google,5,the real picture,Shopee,Sangat Positif
Pengguna Google,3,"apani ko jnt udah ga bisa,tolong kembalikan jnt shopee aku pake spx nyampenya lama banget😭😭",Shopee,Netral
Pengguna Google,5,gampang di gunakan,Shopee,Sangat Positif
Pengguna Google,5,baguss.walau ada yg jualan kw,Shopee,Sangat Positif
Pengguna Google,5,harga barang nya murah murah juga kualitas barang nya bagus bagus✓,Shopee,Sangat Positif
Pengguna Google,5,OH YES,Shopee,Sangat Positif
Pengguna Google,1,buruk. terlalu banyak notifikasi gak penting,Shopee,Sangat Negatif
Pengguna Google,5,puas sangat cepat,Shopee,Sangat Positif
Pengguna Google,4,ok banget 👍,Shopee,Positif
Pengguna Google,4,belanja di shopee paling best dan murah,Shopee,Positif
Pengguna Google,5,bagus saya menyukainya,Shopee,Sangat Positif
Pengguna Google,5,kalok saya beli di lazada sering ke tipu kalok di sopi mesti asli coyy mantap 🙏💪💪💪💪,Shopee,Sangat Positif
Pengguna Google,5,"toko online yg oke, puas banget , mudah",Shopee,Sangat Positif
Pengguna Google,4,sangat praktis belinya,Shopee,Positif
Pengguna Google,5,bagusssss,Shopee,Sangat Positif
Pengguna Google,5,murah murah dan banyak voucher diskon,Shopee,Sangat Positif
Pengguna Google,5,barang memuaskan mantaaab.... yahuuut.👍,Shopee,Sangat Positif
Pengguna Google,5,aplikasi ny bagus bisa cod dan gratis ongkir dan juga pengirimannya cepat,Shopee,Sangat Positif
Pengguna Google,5,"bagus, berguna banget",Shopee,Sangat Positif
Pengguna Google,5,Memudahkan berbelanja.,Shopee,Sangat Positif
Pengguna Google,5,terima kasih shopee....,Shopee,Sangat Positif
Pengguna Google,5,it's pretty good,Shopee,Sangat Positif
Pengguna Google,5,lcepat,Shopee,Sangat Positif
Pengguna Google,1,"lama banget proses pengiriman nyaa,estimasi nya tanggal 31-2 april,sampe sekarang tanggal 9 april belum sampe juga,malahan dari keterangan nya paket bakal dikembalikan ke penjual,baru kali ini kecewa sama tim ekpedisi nya shoope",Shopee,Sangat Negatif
Pengguna Google,5,aplikasi yg sangat membantu.........bisa mencari semua barang barang yg saya butuhkan....gak usah pergi kemana mana tinggal pesan di shopee...alhamdulillah saat ini kiriman tdk ada masalah....trims shopee,Shopee,Sangat Positif
Pengguna Google,5,banyak diskon dan banyak promo menarik,Shopee,Sangat Positif
Pengguna Google,5,shopee Sangat bagus,Shopee,Sangat Positif
Pengguna Google,5,Kecewa...pengiriman sampai tanggal estimasi tidak sampai..dicek pada lacak paket 3 hari nggak jalan2...tolong dong diperbaiki pengirimannya masak cuma satu wilayah sudah satu Minggu paket nggak sampai2...,Shopee,Sangat Positif
Pengguna Google,5,seruu bisa belanja di shopee mandirii,Shopee,Sangat Positif
Pengguna Google,5,nice apps,Shopee,Sangat Positif
Pengguna Google,5,bar a ng ok,Shopee,Sangat Positif
Pengguna Google,5,sangat membantu dalam berbelanja online,Shopee,Sangat Positif
Pengguna Google,5,"paket sudah sampai di rumah, toko betul2 amanah.",Shopee,Sangat Positif
Pengguna Google,5,👍🏻,Shopee,Sangat Positif
Pengguna Google,5,mantap😘,Shopee,Sangat Positif
Pengguna Google,4,Layanan nya bagus,Shopee,Positif
Pengguna Google,5,"Tolong kepada pihak shopee tambahkan expedisi tiki ons agar bisa kirim kirim hewan peliharaan dengan aman sampai tujuan, soalnya kalau pakai jnt / jne reg gak ada jaminan buat hewan peliharaan yang di beli aman sampai tujuan, dan kemungkinan besar mati di perjalanan pengiriman.",Shopee,Sangat Positif
Pengguna Google,5,aplikasi bagus banget saya suka bisa belanja online di sopee,Shopee,Sangat Positif
Pengguna Google,1,mau daftar akun aja di buat ribetttt bintang ⭐,Shopee,Sangat Negatif
Pengguna Google,5,selama ada shopee saya gak susah mau cari apa aja makasih shopee,Shopee,Sangat Positif
Pengguna Google,5,sangattt bagusss,Shopee,Sangat Positif
Pengguna Google,5,cepat dan sesuai,Shopee,Sangat Positif
Pengguna Google,5,"puas blanja di shopee mudah,sangat membantu,trimakasih shopee😍😘",Shopee,Sangat Positif
Pengguna Google,4,ongkir murah,Shopee,Positif
Pengguna Google,5,bagus bngttt,Shopee,Sangat Positif
Pengguna Google,5,aku suka,Shopee,Sangat Positif
Pengguna Google,5,bagus untuk belanja,Shopee,Sangat Positif
Pengguna Google,5,"lebih mudah dan nyaman tentunya,bisa belanja sambil ngopi santai ..",Shopee,Sangat Positif
Pengguna Google,5,Mau Beli Apa Aja Pasti Ada Di Shoppe,Shopee,Sangat Positif
Pengguna Google,3,untuk layanan kami beri bintang 🌟 🌟 🌟 🌟 🌟 tp untuk pengiriman saya kasih bintang 🌟🌟🌟 semenjak JNT non aktif di aplikasi saya pengiriman makin lambat tidak sesuai waktu dan kebutuhan mohon di perbaiki kembali,Shopee,Netral
Pengguna Google,5,bagus jujur,Shopee,Sangat Positif
Pengguna Google,5,sangat membatu buat pembelian barang lainya,Shopee,Sangat Positif
Pengguna Google,5,mantap betul gais,Shopee,Sangat Positif
Pengguna Google,5,Murah semua,Shopee,Sangat Positif
Pengguna Google,5,sangat bagus coyy ril cuyyyyyyy,Shopee,Sangat Positif
